Iteration,Source_Folder,Image_File,GroundTruth_ID,Mask_Flag,Mask_Type,Detected_ID,Similarity_Score,Threshold,Status,Result_Description
5128,New_Images,008272.jpg,008272,NONE,Unmasked,UNRECOGNIZED,0.2519,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5129,New_Images,007295.jpg,007295,NONE,Unmasked,UNRECOGNIZED,0.2569,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5130,New_Images,007057.jpg,007057,NONE,Unmasked,UNRECOGNIZED,0.2618,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5131,New_Images,006309.jpg,006309,NONE,Unmasked,UNRECOGNIZED,0.2752,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5132,New_Images,006744.jpg,006744,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5133,Masked Images,000052__CLT__masked.jpg,000052,CLT,Cloth Mask,000052,0.9381,0.35,TP,CORRECT_MATCH
5134,New_Images,007770.jpg,007770,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5135,New_Images,006979.jpg,006979,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5136,New_Images,008579.jpg,008579,NONE,Unmasked,UNRECOGNIZED,0.2265,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5137,Masked Images,000174__SUR__masked.jpg,000174,SUR,Surgical Mask,000174,0.9418,0.35,TP,CORRECT_MATCH
5138,New_Images,008647.jpg,008647,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5139,New_Images,007053.jpg,007053,NONE,Unmasked,UNRECOGNIZED,0.21,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5140,New_Images,007304.jpg,007304,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5141,New_Images,005557.jpg,005557,NONE,Unmasked,UNRECOGNIZED,0.2307,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5142,Masked Images,000535__SUR__masked.jpg,000535,SUR,Surgical Mask,000535,0.9114,0.35,TP,CORRECT_MATCH
5143,New_Images,007269.jpg,007269,NONE,Unmasked,UNRECOGNIZED,0.2327,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5144,New_Images,007679.jpg,007679,NONE,Unmasked,UNRECOGNIZED,0.2193,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5145,New_Images,008308.jpg,008308,NONE,Unmasked,UNRECOGNIZED,0.2375,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5146,New_Images,006573.jpg,006573,NONE,Unmasked,UNRECOGNIZED,0.2344,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5147,New_Images,007202.jpg,007202,NONE,Unmasked,UNRECOGNIZED,0.2133,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5148,New_Images,007261.jpg,007261,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5149,Masked Images,000551__N95__masked.jpg,000551,N95,N95 Mask,000551,0.8061,0.35,TP,CORRECT_MATCH
5150,New_Images,005615.jpg,005615,NONE,Unmasked,UNRECOGNIZED,0.2706,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5151,New_Images,005114.jpg,005114,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5152,New_Images,007000.jpg,007000,NONE,Unmasked,UNRECOGNIZED,0.2814,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5153,New_Images,005757.jpg,005757,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5154,New_Images,005098.jpg,005098,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5155,New_Images,009504.jpg,009504,NONE,Unmasked,UNRECOGNIZED,0.2544,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5156,Masked Images,000691__SUR__masked.jpg,000691,SUR,Surgical Mask,000691,0.8185,0.35,TP,CORRECT_MATCH
5157,New_Images,008287.jpg,008287,NONE,Unmasked,UNRECOGNIZED,0.2728,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5158,New_Images,006482.jpg,006482,NONE,Unmasked,UNRECOGNIZED,0.3207,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5159,New_Images,006614.jpg,006614,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5160,New_Images,006088.jpg,006088,NONE,Unmasked,UNRECOGNIZED,0.3186,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5161,New_Images,005783.jpg,005783,NONE,Unmasked,UNRECOGNIZED,0.2458,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5162,New_Images,006203.jpg,006203,NONE,Unmasked,UNRECOGNIZED,0.239,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5163,Masked Images,000665__GAS__masked.jpg,000665,GAS,Gas Mask,000665,0.8525,0.35,TP,CORRECT_MATCH
5164,New_Images,007466.jpg,007466,NONE,Unmasked,UNRECOGNIZED,0.2483,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5165,New_Images,006112.jpg,006112,NONE,Unmasked,UNRECOGNIZED,0.2105,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5166,New_Images,005822.jpg,005822,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5167,New_Images,008997.jpg,008997,NONE,Unmasked,UNRECOGNIZED,0.2613,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5168,New_Images,007832.jpg,007832,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5169,New_Images,008133.jpg,008133,NONE,Unmasked,UNRECOGNIZED,0.2578,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5170,New_Images,006134.jpg,006134,NONE,Unmasked,UNRECOGNIZED,0.2812,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5171,New_Images,005888.jpg,005888,NONE,Unmasked,UNRECOGNIZED,0.3456,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5172,New_Images,005986.jpg,005986,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5173,New_Images,007549.jpg,007549,NONE,Unmasked,UNRECOGNIZED,0.297,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5174,New_Images,007751.jpg,007751,NONE,Unmasked,UNRECOGNIZED,0.3386,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5175,New_Images,005166.jpg,005166,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5176,New_Images,007515.jpg,007515,NONE,Unmasked,UNRECOGNIZED,0.2972,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5177,New_Images,009539.jpg,009539,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5178,New_Images,007358.jpg,007358,NONE,Unmasked,UNRECOGNIZED,0.2691,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5179,New_Images,007998.jpg,007998,NONE,Unmasked,UNRECOGNIZED,0.2475,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5180,New_Images,008881.jpg,008881,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5181,New_Images,007488.jpg,007488,NONE,Unmasked,UNRECOGNIZED,0.3103,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5182,New_Images,006462.jpg,006462,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5183,New_Images,008740.jpg,008740,NONE,Unmasked,UNRECOGNIZED,0.2613,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5184,New_Images,008441.jpg,008441,NONE,Unmasked,UNRECOGNIZED,0.2502,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5185,New_Images,008214.jpg,008214,NONE,Unmasked,UNRECOGNIZED,0.2758,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5186,New_Images,007669.jpg,007669,NONE,Unmasked,UNRECOGNIZED,0.3263,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5187,Masked Images,001132__K95__masked.jpg,001132,K95,KN95 Mask,001132,0.9157,0.35,TP,CORRECT_MATCH
5188,New_Images,007602.jpg,007602,NONE,Unmasked,UNRECOGNIZED,0.2969,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5189,Masked Images,001030__GAS__masked.jpg,001030,GAS,Gas Mask,001030,0.914,0.35,TP,CORRECT_MATCH
5190,New_Images,005904.jpg,005904,NONE,Unmasked,UNRECOGNIZED,0.2558,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5191,New_Images,008429.jpg,008429,NONE,Unmasked,UNRECOGNIZED,0.2468,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5192,Masked Images,000435__N95__masked.jpg,000435,N95,N95 Mask,000435,0.8384,0.35,TP,CORRECT_MATCH
5193,New_Images,007668.jpg,007668,NONE,Unmasked,UNRECOGNIZED,0.3352,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5194,New_Images,008106.jpg,008106,NONE,Unmasked,UNRECOGNIZED,0.2747,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5195,New_Images,005303.jpg,005303,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5196,New_Images,005655.jpg,005655,NONE,Unmasked,UNRECOGNIZED,0.2828,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5197,New_Images,007345.jpg,007345,NONE,Unmasked,UNRECOGNIZED,0.2251,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5198,Masked Images,000907__CLT__masked.jpg,000907,CLT,Cloth Mask,000907,0.9175,0.35,TP,CORRECT_MATCH
5199,Masked Images,000049__SUR__masked.jpg,000049,SUR,Surgical Mask,000049,0.9305,0.35,TP,CORRECT_MATCH
5200,New_Images,005071.jpg,005071,NONE,Unmasked,UNRECOGNIZED,0.242,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5201,New_Images,005861.jpg,005861,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5202,New_Images,007136.jpg,007136,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5203,New_Images,007912.jpg,007912,NONE,Unmasked,UNRECOGNIZED,0.2399,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5204,New_Images,007008.jpg,007008,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5205,New_Images,005455.jpg,005455,NONE,Unmasked,UNRECOGNIZED,0.3055,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5206,New_Images,008578.jpg,008578,NONE,Unmasked,UNRECOGNIZED,0.3016,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5207,New_Images,009022.jpg,009022,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5208,New_Images,007258.jpg,007258,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5209,New_Images,007593.jpg,007593,NONE,Unmasked,UNRECOGNIZED,0.2393,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5210,Masked Images,000626__N95__masked.jpg,000626,N95,N95 Mask,000626,0.8846,0.35,TP,CORRECT_MATCH
5211,New_Images,008870.jpg,008870,NONE,Unmasked,UNRECOGNIZED,0.2544,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5212,New_Images,007755.jpg,007755,NONE,Unmasked,UNRECOGNIZED,0.2422,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5213,New_Images,009544.jpg,009544,NONE,Unmasked,UNRECOGNIZED,0.1944,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5214,Masked Images,000399__CLT__masked.jpg,000399,CLT,Cloth Mask,000399,0.9316,0.35,TP,CORRECT_MATCH
5215,Masked Images,000215__SUR__masked.jpg,000215,SUR,Surgical Mask,000215,0.9126,0.35,TP,CORRECT_MATCH
5216,New_Images,005070.jpg,005070,NONE,Unmasked,UNRECOGNIZED,0.2644,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5217,New_Images,005494.jpg,005494,NONE,Unmasked,UNRECOGNIZED,0.2337,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5218,New_Images,009414.jpg,009414,NONE,Unmasked,UNRECOGNIZED,0.2298,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5219,New_Images,006405.jpg,006405,NONE,Unmasked,UNRECOGNIZED,0.2904,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5220,New_Images,005787.jpg,005787,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5221,Masked Images,000796__SUR__masked.jpg,000796,SUR,Surgical Mask,000796,0.8673,0.35,TP,CORRECT_MATCH
5222,New_Images,006608.jpg,006608,NONE,Unmasked,UNRECOGNIZED,0.2555,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5223,New_Images,008935.jpg,008935,NONE,Unmasked,UNRECOGNIZED,0.2673,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5224,New_Images,009048.jpg,009048,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5225,New_Images,008085.jpg,008085,NONE,Unmasked,UNRECOGNIZED,0.2108,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5226,New_Images,006187.jpg,006187,NONE,Unmasked,UNRECOGNIZED,0.2685,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5227,Masked Images,000725__GAS__masked.jpg,000725,GAS,Gas Mask,000725,0.861,0.35,TP,CORRECT_MATCH
5228,New_Images,005253.jpg,005253,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5229,New_Images,007739.jpg,007739,NONE,Unmasked,UNRECOGNIZED,0.287,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5230,New_Images,008050.jpg,008050,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5231,New_Images,005613.jpg,005613,NONE,Unmasked,UNRECOGNIZED,0.2276,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5232,New_Images,007485.jpg,007485,NONE,Unmasked,UNRECOGNIZED,0.29,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5233,New_Images,009219.jpg,009219,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5234,New_Images,007672.jpg,007672,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5235,New_Images,006502.jpg,006502,NONE,Unmasked,UNRECOGNIZED,0.2236,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5236,New_Images,009429.jpg,009429,NONE,Unmasked,UNRECOGNIZED,0.2567,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5237,New_Images,008614.jpg,008614,NONE,Unmasked,UNRECOGNIZED,0.2798,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5238,New_Images,007384.jpg,007384,NONE,Unmasked,UNRECOGNIZED,0.2169,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5239,New_Images,005584.jpg,005584,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5240,New_Images,006213.jpg,006213,NONE,Unmasked,UNRECOGNIZED,0.2599,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5241,New_Images,006352.jpg,006352,NONE,Unmasked,UNRECOGNIZED,0.2239,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5242,Masked Images,000006__CLT__masked.jpg,000006,CLT,Cloth Mask,000006,0.8828,0.35,TP,CORRECT_MATCH
5243,New_Images,008351.jpg,008351,NONE,Unmasked,UNRECOGNIZED,0.1964,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5244,New_Images,007189.jpg,007189,NONE,Unmasked,UNRECOGNIZED,0.2094,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5245,New_Images,006328.jpg,006328,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5246,New_Images,008525.jpg,008525,NONE,Unmasked,UNRECOGNIZED,0.2197,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5247,New_Images,008905.jpg,008905,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5248,New_Images,005288.jpg,005288,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5249,New_Images,006968.jpg,006968,NONE,Unmasked,UNRECOGNIZED,0.2361,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5250,New_Images,007307.jpg,007307,NONE,Unmasked,UNRECOGNIZED,0.3008,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5251,New_Images,005434.jpg,005434,NONE,Unmasked,UNRECOGNIZED,0.2294,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5252,Masked Images,001080__K95__masked.jpg,001080,K95,KN95 Mask,001080,0.9526,0.35,TP,CORRECT_MATCH
5253,New_Images,008404.jpg,008404,NONE,Unmasked,UNRECOGNIZED,0.2506,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5254,New_Images,006285.jpg,006285,NONE,Unmasked,UNRECOGNIZED,0.2383,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5255,New_Images,007159.jpg,007159,NONE,Unmasked,UNRECOGNIZED,0.2503,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5256,New_Images,006535.jpg,006535,NONE,Unmasked,UNRECOGNIZED,0.238,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5257,New_Images,007208.jpg,007208,NONE,Unmasked,UNRECOGNIZED,0.2872,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5258,New_Images,006396.jpg,006396,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5259,New_Images,008017.jpg,008017,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5260,New_Images,006323.jpg,006323,NONE,Unmasked,UNRECOGNIZED,0.2699,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5261,Masked Images,001058__SUR__masked.jpg,001058,SUR,Surgical Mask,001058,0.8143,0.35,TP,CORRECT_MATCH
5262,New_Images,006434.jpg,006434,NONE,Unmasked,UNRECOGNIZED,0.2333,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5263,New_Images,008967.jpg,008967,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5264,New_Images,006567.jpg,006567,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5265,Masked Images,000601__CLT__masked.jpg,000601,CLT,Cloth Mask,000601,0.8893,0.35,TP,CORRECT_MATCH
5266,New_Images,007396.jpg,007396,NONE,Unmasked,UNRECOGNIZED,0.2196,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5267,New_Images,006846.jpg,006846,NONE,Unmasked,UNRECOGNIZED,0.2924,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5268,New_Images,005477.jpg,005477,NONE,Unmasked,UNRECOGNIZED,0.2437,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5269,New_Images,008273.jpg,008273,NONE,Unmasked,UNRECOGNIZED,0.2114,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5270,New_Images,008122.jpg,008122,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5271,Masked Images,000016__CLT__masked.jpg,000016,CLT,Cloth Mask,000016,0.9195,0.35,TP,CORRECT_MATCH
5272,New_Images,007435.jpg,007435,NONE,Unmasked,UNRECOGNIZED,0.2271,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5273,Masked Images,000384__CLT__masked.jpg,000384,CLT,Cloth Mask,000384,0.8628,0.35,TP,CORRECT_MATCH
5274,New_Images,005949.jpg,005949,NONE,Unmasked,UNRECOGNIZED,0.2611,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5275,New_Images,005420.jpg,005420,NONE,Unmasked,UNRECOGNIZED,0.225,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5276,New_Images,008586.jpg,008586,NONE,Unmasked,UNRECOGNIZED,0.2552,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5277,New_Images,007018.jpg,007018,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5278,Masked Images,000982__K95__masked.jpg,000982,K95,KN95 Mask,000982,0.9446,0.35,TP,CORRECT_MATCH
5279,New_Images,008052.jpg,008052,NONE,Unmasked,UNRECOGNIZED,0.2532,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5280,New_Images,008829.jpg,008829,NONE,Unmasked,UNRECOGNIZED,0.2217,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5281,New_Images,007437.jpg,007437,NONE,Unmasked,UNRECOGNIZED,0.2474,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5282,New_Images,009318.jpg,009318,NONE,Unmasked,UNRECOGNIZED,0.2722,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5283,New_Images,006694.jpg,006694,NONE,Unmasked,UNRECOGNIZED,0.2627,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5284,New_Images,007422.jpg,007422,NONE,Unmasked,UNRECOGNIZED,0.2201,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5285,New_Images,008750.jpg,008750,NONE,Unmasked,UNRECOGNIZED,0.2668,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5286,Masked Images,000922__CLT__masked.jpg,000922,CLT,Cloth Mask,000922,0.8954,0.35,TP,CORRECT_MATCH
5287,Masked Images,000333__CLT__masked.jpg,000333,CLT,Cloth Mask,000333,0.9208,0.35,TP,CORRECT_MATCH
5288,New_Images,006037.jpg,006037,NONE,Unmasked,UNRECOGNIZED,0.2436,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5289,New_Images,008619.jpg,008619,NONE,Unmasked,UNRECOGNIZED,0.2804,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5290,New_Images,005325.jpg,005325,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5291,New_Images,006002.jpg,006002,NONE,Unmasked,UNRECOGNIZED,0.2648,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5292,Masked Images,000979__GAS__masked.jpg,000979,GAS,Gas Mask,000979,0.9158,0.35,TP,CORRECT_MATCH
5293,Masked Images,000244__N95__masked.jpg,000244,N95,N95 Mask,000244,0.9143,0.35,TP,CORRECT_MATCH
5294,New_Images,006575.jpg,006575,NONE,Unmasked,UNRECOGNIZED,0.2691,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5295,New_Images,009581.jpg,009581,NONE,Unmasked,UNRECOGNIZED,0.2418,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5296,New_Images,007137.jpg,007137,NONE,Unmasked,UNRECOGNIZED,0.2147,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5297,New_Images,008036.jpg,008036,NONE,Unmasked,UNRECOGNIZED,0.254,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5298,New_Images,009118.jpg,009118,NONE,Unmasked,UNRECOGNIZED,0.2794,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5299,New_Images,006739.jpg,006739,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5300,New_Images,006149.jpg,006149,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5301,Masked Images,000596__CLT__masked.jpg,000596,CLT,Cloth Mask,000596,0.9146,0.35,TP,CORRECT_MATCH
5302,New_Images,006145.jpg,006145,NONE,Unmasked,UNRECOGNIZED,0.2449,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5303,New_Images,006552.jpg,006552,NONE,Unmasked,UNRECOGNIZED,0.2876,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5304,New_Images,007127.jpg,007127,NONE,Unmasked,UNRECOGNIZED,0.2097,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5305,New_Images,005445.jpg,005445,NONE,Unmasked,UNRECOGNIZED,0.2373,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5306,Masked Images,000208__CLT__masked.jpg,000208,CLT,Cloth Mask,000208,0.8623,0.35,TP,CORRECT_MATCH
5307,New_Images,005689.jpg,005689,NONE,Unmasked,UNRECOGNIZED,0.2752,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5308,New_Images,005727.jpg,005727,NONE,Unmasked,UNRECOGNIZED,0.2431,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5309,New_Images,006363.jpg,006363,NONE,Unmasked,UNRECOGNIZED,0.2266,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5310,New_Images,006727.jpg,006727,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5311,New_Images,007633.jpg,007633,NONE,Unmasked,UNRECOGNIZED,0.2712,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5312,New_Images,005497.jpg,005497,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5313,New_Images,005685.jpg,005685,NONE,Unmasked,UNRECOGNIZED,0.2592,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5314,New_Images,007718.jpg,007718,NONE,Unmasked,UNRECOGNIZED,0.2675,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5315,Masked Images,000337__K95__masked.jpg,000337,K95,KN95 Mask,000337,0.9586,0.35,TP,CORRECT_MATCH
5316,New_Images,006996.jpg,006996,NONE,Unmasked,UNRECOGNIZED,0.2179,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5317,Masked Images,000919__SUR__masked.jpg,000919,SUR,Surgical Mask,000919,0.8693,0.35,TP,CORRECT_MATCH
5318,New_Images,005167.jpg,005167,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5319,New_Images,009479.jpg,009479,NONE,Unmasked,UNRECOGNIZED,0.2272,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5320,New_Images,005895.jpg,005895,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5321,New_Images,007235.jpg,007235,NONE,Unmasked,UNRECOGNIZED,0.2599,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5322,New_Images,006584.jpg,006584,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5323,New_Images,005332.jpg,005332,NONE,Unmasked,UNRECOGNIZED,0.3026,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
5324,Masked Images,000218__CLT__masked.jpg,000218,CLT,Cloth Mask,000218,0.9127,0.35,TP,CORRECT_MATCH
5325,New_Images,007240.jpg,007240,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5326,New_Images,005313.jpg,005313,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
5327,New_Images,005194.jpg,005194,NONE,Unmasked,UNRECOGNIZED,0.2842,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
