Iteration,Source_Folder,Image_File,GroundTruth_ID,Detected_ID,Similarity_Score,Threshold,Status,Result_Description
8937,New_Images,005420.jpg,5420,UNRECOGNIZED,0.225,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
8938,New_Images,006972.jpg,6972,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
8939,New_Images,005633.jpg,5633,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
8940,New_Images,008699.jpg,8699,UNRECOGNIZED,0.2464,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
8941,New_Images,007754.jpg,7754,UNRECOGNIZED,0.2162,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
8942,New_Images,006047.jpg,6047,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
8943,New_Images,005017.jpg,5017,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
8944,Real Images,003987.jpg,3987,3987,1,0.35,TP,CORRECT_MATCH
8945,New_Images,006626.jpg,6626,UNRECOGNIZED,0.3208,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
8946,Real Images,003631.jpg,3631,3631,1,0.35,TP,CORRECT_MATCH
8947,Real Images,004821.jpg,4821,4821,1,0.35,TP,CORRECT_MATCH
8948,Real Images,001525.jpg,1525,1525,1,0.35,TP,CORRECT_MATCH
8949,Real Images,000283.jpg,283,283,1,0.35,TP,CORRECT_MATCH
8950,New_Images,007343.jpg,7343,UNRECOGNIZED,0.3307,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
8951,New_Images,008042.jpg,8042,UNRECOGNIZED,0.2667,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
8952,New_Images,007801.jpg,7801,UNRECOGNIZED,0.2562,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
8953,Real Images,003938.jpg,3938,3938,1,0.35,TP,CORRECT_MATCH
8954,New_Images,009478.jpg,9478,UNRECOGNIZED,0.2402,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
8955,New_Images,009259.jpg,9259,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
8956,Real Images,003955.jpg,3955,3955,1,0.35,TP,CORRECT_MATCH
8957,Real Images,001403.jpg,1403,1403,1,0.35,TP,CORRECT_MATCH
8958,Real Images,003131.jpg,3131,3131,1,0.35,TP,CORRECT_MATCH
8959,New_Images,008465.jpg,8465,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
8960,Real Images,000167.jpg,167,167,1,0.35,TP,CORRECT_MATCH
8961,Real Images,004527.jpg,4527,4527,1,0.35,TP,CORRECT_MATCH
8962,Real Images,004582.jpg,4582,4582,1,0.35,TP,CORRECT_MATCH
8963,New_Images,005577.jpg,5577,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
8964,Real Images,004233.jpg,4233,4233,1,0.35,TP,CORRECT_MATCH
8965,New_Images,005814.jpg,5814,922,0.3557,0.35,FP,MISIDENTIFIED_AS_000922
8966,Real Images,003476.jpg,3476,3476,1,0.35,TP,CORRECT_MATCH
8967,New_Images,007989.jpg,7989,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
8968,Real Images,002980.jpg,2980,2980,1,0.35,TP,CORRECT_MATCH
8969,New_Images,005326.jpg,5326,UNRECOGNIZED,0.2603,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
8970,New_Images,008099.jpg,8099,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
8971,Real Images,000471.jpg,471,471,1,0.35,TP,CORRECT_MATCH
8972,New_Images,005512.jpg,5512,UNRECOGNIZED,0.298,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
8973,New_Images,009384.jpg,9384,UNRECOGNIZED,0.2935,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
8974,New_Images,007614.jpg,7614,UNRECOGNIZED,0.2508,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
8975,Real Images,003996.jpg,3996,3996,1,0.35,TP,CORRECT_MATCH
8976,New_Images,007386.jpg,7386,UNRECOGNIZED,0.3325,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
8977,Real Images,004570.jpg,4570,4570,1,0.35,TP,CORRECT_MATCH
8978,Real Images,001420.jpg,1420,1420,1,0.35,TP,CORRECT_MATCH
8979,Real Images,004023.jpg,4023,4023,1,0.35,TP,CORRECT_MATCH
8980,New_Images,005281.jpg,5281,UNRECOGNIZED,0.2225,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
8981,Real Images,004398.jpg,4398,4398,1,0.35,TP,CORRECT_MATCH
8982,New_Images,007137.jpg,7137,UNRECOGNIZED,0.2147,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
8983,New_Images,007617.jpg,7617,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
8984,New_Images,007922.jpg,7922,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
8985,New_Images,008818.jpg,8818,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
8986,Real Images,004426.jpg,4426,4426,1,0.35,TP,CORRECT_MATCH
8987,New_Images,008549.jpg,8549,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
8988,Real Images,002886.jpg,2886,2886,1,0.35,TP,CORRECT_MATCH
8989,New_Images,007136.jpg,7136,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
8990,Real Images,002507.jpg,2507,2507,1,0.35,TP,CORRECT_MATCH
8991,New_Images,007533.jpg,7533,UNRECOGNIZED,0.2259,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
8992,New_Images,005935.jpg,5935,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
8993,New_Images,007103.jpg,7103,UNRECOGNIZED,0.2824,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
8994,Real Images,001730.jpg,1730,1730,1,0.35,TP,CORRECT_MATCH
8995,New_Images,008032.jpg,8032,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
8996,New_Images,006883.jpg,6883,UNRECOGNIZED,0.2578,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
8997,Real Images,000208.jpg,208,208,1,0.35,TP,CORRECT_MATCH
8998,New_Images,005591.jpg,5591,UNRECOGNIZED,0.2423,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
8999,New_Images,008290.jpg,8290,UNRECOGNIZED,0.2478,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9000,Real Images,001130.jpg,1130,1130,1,0.35,TP,CORRECT_MATCH
9001,New_Images,006072.jpg,6072,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9002,New_Images,007019.jpg,7019,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9003,New_Images,008729.jpg,8729,UNRECOGNIZED,0.2262,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9004,New_Images,005689.jpg,5689,UNRECOGNIZED,0.2752,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9005,Real Images,000673.jpg,673,673,1,0.35,TP,CORRECT_MATCH
9006,Real Images,001984.jpg,1984,1984,1,0.35,TP,CORRECT_MATCH
9007,Real Images,004942.jpg,4942,4942,1,0.35,TP,CORRECT_MATCH
9008,Real Images,001670.jpg,1670,1670,1,0.35,TP,CORRECT_MATCH
9009,Real Images,003979.jpg,3979,3979,1,0.35,TP,CORRECT_MATCH
9010,Real Images,001246.jpg,1246,1246,1,0.35,TP,CORRECT_MATCH
9011,Real Images,003250.jpg,3250,3250,1,0.35,TP,CORRECT_MATCH
9012,New_Images,006499.jpg,6499,UNRECOGNIZED,0.2822,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9013,New_Images,006150.jpg,6150,UNRECOGNIZED,0.2387,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9014,New_Images,005112.jpg,5112,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9015,Real Images,000421.jpg,421,421,1,0.35,TP,CORRECT_MATCH
9016,New_Images,009246.jpg,9246,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9017,New_Images,005097.jpg,5097,UNRECOGNIZED,0.2532,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9018,Real Images,002684.jpg,2684,2684,1,0.35,TP,CORRECT_MATCH
9019,New_Images,009511.jpg,9511,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9020,Real Images,002750.jpg,2750,2750,1,0.35,TP,CORRECT_MATCH
9021,New_Images,006044.jpg,6044,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9022,Real Images,004199.jpg,4199,4199,1,0.35,TP,CORRECT_MATCH
9023,New_Images,007620.jpg,7620,UNRECOGNIZED,0.2592,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9024,Real Images,003572.jpg,3572,3572,1,0.35,TP,CORRECT_MATCH
9025,Real Images,001875.jpg,1875,1875,1,0.35,TP,CORRECT_MATCH
9026,New_Images,007759.jpg,7759,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9027,Real Images,002069.jpg,2069,2069,1,0.35,TP,CORRECT_MATCH
9028,Real Images,003909.jpg,3909,3909,1,0.35,TP,CORRECT_MATCH
9029,Real Images,002497.jpg,2497,2497,1,0.35,TP,CORRECT_MATCH
9030,Real Images,000334.jpg,334,334,1,0.35,TP,CORRECT_MATCH
9031,Real Images,003267.jpg,3267,3267,1,0.35,TP,CORRECT_MATCH
9032,Real Images,004052.jpg,4052,4052,1,0.35,TP,CORRECT_MATCH
9033,Real Images,000509.jpg,509,509,1,0.35,TP,CORRECT_MATCH
9034,Real Images,000660.jpg,660,660,1,0.35,TP,CORRECT_MATCH
9035,Real Images,001125.jpg,1125,1125,1,0.35,TP,CORRECT_MATCH
9036,Real Images,003674.jpg,3674,3674,1,0.35,TP,CORRECT_MATCH
9037,New_Images,005734.jpg,5734,UNRECOGNIZED,0.2628,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9038,Real Images,000854.jpg,854,854,1,0.35,TP,CORRECT_MATCH
9039,New_Images,009490.jpg,9490,UNRECOGNIZED,0.2412,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9040,Real Images,000318.jpg,318,318,1,0.35,TP,CORRECT_MATCH
9041,New_Images,007706.jpg,7706,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9042,Real Images,001342.jpg,1342,1342,1,0.35,TP,CORRECT_MATCH
9043,Real Images,004134.jpg,4134,4134,1,0.35,TP,CORRECT_MATCH
9044,New_Images,006907.jpg,6907,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9045,Real Images,004559.jpg,4559,4559,1,0.35,TP,CORRECT_MATCH
9046,New_Images,009052.jpg,9052,UNRECOGNIZED,0.2521,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9047,New_Images,005530.jpg,5530,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9048,New_Images,005356.jpg,5356,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9049,New_Images,007450.jpg,7450,UNRECOGNIZED,0.2695,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9050,Real Images,003468.jpg,3468,3468,1,0.35,TP,CORRECT_MATCH
9051,New_Images,005364.jpg,5364,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9052,New_Images,009184.jpg,9184,UNRECOGNIZED,0.2205,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9053,Real Images,004263.jpg,4263,4263,1,0.35,TP,CORRECT_MATCH
9054,Real Images,000824.jpg,824,824,1,0.35,TP,CORRECT_MATCH
9055,Real Images,002978.jpg,2978,2978,1,0.35,TP,CORRECT_MATCH
9056,New_Images,007565.jpg,7565,UNRECOGNIZED,0.2118,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9057,Real Images,002224.jpg,2224,2224,1,0.35,TP,CORRECT_MATCH
9058,New_Images,007023.jpg,7023,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9059,Real Images,001376.jpg,1376,1376,1,0.35,TP,CORRECT_MATCH
9060,Real Images,000445.jpg,445,445,1,0.35,TP,CORRECT_MATCH
9061,New_Images,006456.jpg,6456,UNRECOGNIZED,0.2572,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9062,Real Images,000442.jpg,442,442,1,0.35,TP,CORRECT_MATCH
9063,New_Images,009562.jpg,9562,UNRECOGNIZED,0.2495,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9064,Real Images,002092.jpg,2092,2092,1,0.35,TP,CORRECT_MATCH
9065,New_Images,007658.jpg,7658,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9066,Real Images,002705.jpg,2705,2705,1,0.35,TP,CORRECT_MATCH
9067,New_Images,006625.jpg,6625,UNRECOGNIZED,0.2586,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9068,New_Images,005508.jpg,5508,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9069,New_Images,006372.jpg,6372,UNRECOGNIZED,0.286,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9070,Real Images,000476.jpg,476,476,1,0.35,TP,CORRECT_MATCH
9071,New_Images,009390.jpg,9390,UNRECOGNIZED,0.3044,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9072,New_Images,007141.jpg,7141,UNRECOGNIZED,0.2809,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9073,Real Images,004472.jpg,4472,4472,1,0.35,TP,CORRECT_MATCH
9074,Real Images,003596.jpg,3596,3596,1,0.35,TP,CORRECT_MATCH
9075,New_Images,008000.jpg,8000,UNRECOGNIZED,0.2583,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9076,Real Images,003614.jpg,3614,3614,1,0.35,TP,CORRECT_MATCH
9077,New_Images,008948.jpg,8948,UNRECOGNIZED,0.3494,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9078,New_Images,008819.jpg,8819,UNRECOGNIZED,0.2414,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9079,New_Images,006866.jpg,6866,UNRECOGNIZED,0.2408,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9080,New_Images,006390.jpg,6390,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9081,Real Images,004893.jpg,4893,4893,1,0.35,TP,CORRECT_MATCH
9082,New_Images,005764.jpg,5764,UNRECOGNIZED,0.2554,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9083,Real Images,000097.jpg,97,97,1,0.35,TP,CORRECT_MATCH
9084,New_Images,007815.jpg,7815,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9085,New_Images,006233.jpg,6233,UNRECOGNIZED,0.241,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9086,Real Images,000321.jpg,321,321,1,0.35,TP,CORRECT_MATCH
9087,New_Images,006382.jpg,6382,UNRECOGNIZED,0.2699,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9088,New_Images,006884.jpg,6884,UNRECOGNIZED,0.2925,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9089,Real Images,003389.jpg,3389,3389,1,0.35,TP,CORRECT_MATCH
9090,Real Images,001021.jpg,1021,1021,1,0.35,TP,CORRECT_MATCH
9091,New_Images,006813.jpg,6813,UNRECOGNIZED,0.2365,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9092,New_Images,007634.jpg,7634,UNRECOGNIZED,0.277,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9093,New_Images,008891.jpg,8891,UNRECOGNIZED,0.3085,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9094,New_Images,005422.jpg,5422,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9095,New_Images,006679.jpg,6679,UNRECOGNIZED,0.2614,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9096,New_Images,006798.jpg,6798,UNRECOGNIZED,0.2555,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9097,Real Images,001053.jpg,1053,1053,1,0.35,TP,CORRECT_MATCH
9098,Real Images,003506.jpg,3506,3506,1,0.35,TP,CORRECT_MATCH
9099,Real Images,002504.jpg,2504,2504,1,0.35,TP,CORRECT_MATCH
9100,New_Images,006276.jpg,6276,UNRECOGNIZED,0.2565,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9101,Real Images,003789.jpg,3789,3789,1,0.35,TP,CORRECT_MATCH
9102,Real Images,002472.jpg,2472,2472,1,0.35,TP,CORRECT_MATCH
9103,Real Images,002268.jpg,2268,2268,1,0.35,TP,CORRECT_MATCH
9104,Real Images,001321.jpg,1321,1321,1,0.35,TP,CORRECT_MATCH
9105,New_Images,008850.jpg,8850,UNRECOGNIZED,0.2431,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9106,New_Images,005239.jpg,5239,UNRECOGNIZED,0.2489,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9107,New_Images,005503.jpg,5503,UNRECOGNIZED,0.211,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9108,Real Images,004452.jpg,4452,4452,1,0.35,TP,CORRECT_MATCH
9109,Real Images,003842.jpg,3842,3842,1,0.35,TP,CORRECT_MATCH
9110,Real Images,004682.jpg,4682,4682,1,0.35,TP,CORRECT_MATCH
9111,Real Images,001270.jpg,1270,1270,1,0.35,TP,CORRECT_MATCH
9112,New_Images,007207.jpg,7207,UNRECOGNIZED,0.2585,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9113,Real Images,004500.jpg,4500,4500,1,0.35,TP,CORRECT_MATCH
9114,Real Images,003920.jpg,3920,3920,1,0.35,TP,CORRECT_MATCH
9115,New_Images,007940.jpg,7940,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9116,New_Images,008541.jpg,8541,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9117,Real Images,004544.jpg,4544,4544,1,0.35,TP,CORRECT_MATCH
9118,Real Images,004051.jpg,4051,4051,1,0.35,TP,CORRECT_MATCH
9119,Real Images,004247.jpg,4247,4247,1,0.35,TP,CORRECT_MATCH
9120,New_Images,007374.jpg,7374,UNRECOGNIZED,0.2575,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9121,New_Images,007778.jpg,7778,UNRECOGNIZED,0.2222,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9122,Real Images,002608.jpg,2608,2608,1,0.35,TP,CORRECT_MATCH
9123,New_Images,007306.jpg,7306,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9124,New_Images,008977.jpg,8977,UNRECOGNIZED,0.2455,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9125,New_Images,006992.jpg,6992,UNRECOGNIZED,0.2658,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9126,New_Images,008271.jpg,8271,UNRECOGNIZED,0.3036,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9127,New_Images,007252.jpg,7252,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9128,New_Images,005199.jpg,5199,UNRECOGNIZED,0.2405,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9129,New_Images,008703.jpg,8703,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9130,New_Images,007613.jpg,7613,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9131,Real Images,002185.jpg,2185,2185,1,0.35,TP,CORRECT_MATCH
9132,New_Images,007479.jpg,7479,UNRECOGNIZED,0.3163,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9133,Real Images,001989.jpg,1989,1989,1,0.35,TP,CORRECT_MATCH
9134,Real Images,004083.jpg,4083,4083,1,0.35,TP,CORRECT_MATCH
9135,New_Images,009133.jpg,9133,UNRECOGNIZED,0.2529,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9136,Real Images,000823.jpg,823,823,1,0.35,TP,CORRECT_MATCH
9137,New_Images,007612.jpg,7612,UNRECOGNIZED,0.2225,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9138,New_Images,008487.jpg,8487,UNRECOGNIZED,0.3258,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9139,Real Images,002882.jpg,2882,2882,1,0.35,TP,CORRECT_MATCH
9140,Real Images,003586.jpg,3586,3586,1,0.35,TP,CORRECT_MATCH
9141,New_Images,006966.jpg,6966,UNRECOGNIZED,0.2125,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9142,Real Images,001747.jpg,1747,1747,1,0.35,TP,CORRECT_MATCH
9143,Real Images,000091.jpg,91,91,1,0.35,TP,CORRECT_MATCH
9144,Real Images,002418.jpg,2418,2418,1,0.35,TP,CORRECT_MATCH
9145,Real Images,003998.jpg,3998,3998,1,0.35,TP,CORRECT_MATCH
9146,New_Images,006548.jpg,6548,UNRECOGNIZED,0.2667,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9147,New_Images,008100.jpg,8100,UNRECOGNIZED,0.2757,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9148,New_Images,006292.jpg,6292,2581,0.4149,0.35,FP,MISIDENTIFIED_AS_002581
9149,Real Images,003186.jpg,3186,3186,1,0.35,TP,CORRECT_MATCH
9150,New_Images,006791.jpg,6791,UNRECOGNIZED,0.2563,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9151,New_Images,007462.jpg,7462,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9152,Real Images,001194.jpg,1194,1194,1,0.35,TP,CORRECT_MATCH
9153,New_Images,007785.jpg,7785,UNRECOGNIZED,0.2429,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9154,Real Images,004012.jpg,4012,4012,1,0.35,TP,CORRECT_MATCH
9155,Real Images,000758.jpg,758,758,1,0.35,TP,CORRECT_MATCH
9156,Real Images,000401.jpg,401,401,1,0.35,TP,CORRECT_MATCH
9157,Real Images,002415.jpg,2415,2415,1,0.35,TP,CORRECT_MATCH
9158,Real Images,003263.jpg,3263,3263,1,0.35,TP,CORRECT_MATCH
9159,Real Images,003681.jpg,3681,3681,1,0.35,TP,CORRECT_MATCH
9160,New_Images,005086.jpg,5086,UNRECOGNIZED,0.2495,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9161,Real Images,003849.jpg,3849,3849,1,0.35,TP,CORRECT_MATCH
9162,Real Images,001531.jpg,1531,1531,1,0.35,TP,CORRECT_MATCH
9163,New_Images,005492.jpg,5492,UNRECOGNIZED,0.2368,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9164,New_Images,008446.jpg,8446,UNRECOGNIZED,0.2789,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9165,Real Images,004650.jpg,4650,4650,1,0.35,TP,CORRECT_MATCH
9166,Real Images,001390.jpg,1390,1390,1,0.35,TP,CORRECT_MATCH
9167,Real Images,002781.jpg,2781,2781,1,0.35,TP,CORRECT_MATCH
9168,New_Images,007753.jpg,7753,UNRECOGNIZED,0.2311,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9169,New_Images,008376.jpg,8376,1639,0.386,0.35,FP,MISIDENTIFIED_AS_001639
9170,Real Images,003502.jpg,3502,3502,1,0.35,TP,CORRECT_MATCH
9171,New_Images,007245.jpg,7245,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9172,New_Images,007239.jpg,7239,UNRECOGNIZED,0.2663,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9173,New_Images,007619.jpg,7619,UNRECOGNIZED,0.2225,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9174,New_Images,005280.jpg,5280,UNRECOGNIZED,0.2675,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9175,New_Images,007044.jpg,7044,UNRECOGNIZED,0.2465,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9176,Real Images,003444.jpg,3444,3444,1,0.35,TP,CORRECT_MATCH
9177,Real Images,004701.jpg,4701,4701,1,0.35,TP,CORRECT_MATCH
9178,Real Images,004979.jpg,4979,4979,1,0.35,TP,CORRECT_MATCH
9179,Real Images,000007.jpg,7,7,1,0.35,TP,CORRECT_MATCH
9180,New_Images,008978.jpg,8978,UNRECOGNIZED,0.2665,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9181,New_Images,006654.jpg,6654,UNRECOGNIZED,0.2583,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9182,Real Images,004931.jpg,4931,4931,1,0.35,TP,CORRECT_MATCH
9183,Real Images,002852.jpg,2852,2852,1,0.35,TP,CORRECT_MATCH
9184,New_Images,006212.jpg,6212,UNRECOGNIZED,0.2722,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9185,New_Images,006889.jpg,6889,UNRECOGNIZED,0.2422,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9186,Real Images,003144.jpg,3144,3144,1,0.35,TP,CORRECT_MATCH
9187,Real Images,002086.jpg,2086,2086,1,0.35,TP,CORRECT_MATCH
9188,New_Images,009084.jpg,9084,UNRECOGNIZED,0.2808,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9189,Real Images,004845.jpg,4845,4845,1,0.35,TP,CORRECT_MATCH
9190,New_Images,006593.jpg,6593,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9191,New_Images,005345.jpg,5345,UNRECOGNIZED,0.2462,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9192,New_Images,006692.jpg,6692,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9193,New_Images,005068.jpg,5068,UNRECOGNIZED,0.3115,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9194,New_Images,008309.jpg,8309,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9195,Real Images,004921.jpg,4921,4921,1,0.35,TP,CORRECT_MATCH
9196,Real Images,002042.jpg,2042,2042,1,0.35,TP,CORRECT_MATCH
9197,New_Images,005144.jpg,5144,UNRECOGNIZED,0.2404,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9198,New_Images,005410.jpg,5410,UNRECOGNIZED,0.2277,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9199,Real Images,001147.jpg,1147,1147,1,0.35,TP,CORRECT_MATCH
9200,New_Images,007067.jpg,7067,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
9201,New_Images,005968.jpg,5968,UNRECOGNIZED,0.2464,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9202,Real Images,003229.jpg,3229,3229,1,0.35,TP,CORRECT_MATCH
9203,New_Images,008822.jpg,8822,UNRECOGNIZED,0.2311,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9204,New_Images,008519.jpg,8519,UNRECOGNIZED,0.25,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9205,Real Images,000028.jpg,28,28,1,0.35,TP,CORRECT_MATCH
9206,New_Images,007145.jpg,7145,UNRECOGNIZED,0.2685,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9207,Real Images,000728.jpg,728,728,1,0.35,TP,CORRECT_MATCH
9208,Real Images,004174.jpg,4174,4174,1,0.35,TP,CORRECT_MATCH
9209,Real Images,003115.jpg,3115,3115,1,0.35,TP,CORRECT_MATCH
9210,New_Images,006312.jpg,6312,UNRECOGNIZED,0.2439,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
9211,Real Images,001895.jpg,1895,1895,1,0.35,TP,CORRECT_MATCH
9212,New_Images,008380.jpg,8380,UNRECOGNIZED,0.2121,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
